ID_Estudiante,Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar,Repitente,Genero,Puntaje_Global
E00427,Colegio_19,Usaquén,3,62.29340632138063,63.94626209741989,69.79148826274769,43.28738597215683,49.34570455616421,1,1,M,57.73284944197385
E00428,Colegio_38,Usme,4,44.83976215262348,45.680165905809034,51.43915806582905,68.39716069871795,56.58648337938824,1,0,M,53.38854604047354
E00429,Colegio_28,Usaquén,2,57.973065606891424,61.96537645004206,79.60515027484419,71.792868511186,58.31643928339721,1,1,M,65.93058002527218
E00430,Colegio_9,Puente Aranda,2,61.706717489903184,48.638692659517936,72.8500272553447,53.34869438527977,60.98034005283042,1,1,M,59.504894368575194
E00431,Colegio_10,La Candelaria,4,43.6161487737273,46.52230667249453,72.93371623226243,64.32658355836675,62.00278559353352,1,1,F,57.88030816607691
E00432,Colegio_24,Barrios Unidos,5,53.70623465402735,57.05522630431588,60.16144871443444,56.61812853174727,60.285479563809815,1,1,F,57.56530355366694
E00433,Colegio_26,Fontibón,1,38.33170757747551,79.63074341234507,64.88369617146887,50.77150644195398,66.41115039378013,1,0,F,60.00576079940472
E00434,Colegio_8,Fontibón,4,23.325183327851292,60.221475446696715,63.57959466864962,55.820360701783805,62.59565415813207,1,0,M,53.10845366062271
E00435,Colegio_5,Suba,1,52.60227558238602,45.7180858162524,46.67152662524123,55.60842684972616,47.883972006884434,1,1,F,49.696857376098045
E00436,Colegio_13,Rafael Uribe Uribe,5,51.12763037517683,64.7568086153901,68.68865828573696,47.976600442714116,68.56988758939798,1,1,M,60.223917061683196
E00437,Colegio_22,Puente Aranda,3,73.31473836854592,51.64953560619142,68.42305328346741,39.52334629044141,57.25651108835327,1,1,F,58.03343692739988
E00438,Colegio_34,La Candelaria,4,37.86343646186292,72.6741706127494,82.83661287990476,59.495108711056545,66.2862647610693,1,1,M,63.831118685328576
E00439,Colegio_25,Rafael Uribe Uribe,3,62.14289479655328,37.0252842994474,61.09339236331078,73.1232567628492,59.039365757835114,1,1,M,58.48483879599915
E00440,Colegio_23,Antonio Nariño,3,57.25691191924073,75.04326215405258,61.06088602186533,42.86376738106864,60.29843544386587,1,1,F,59.304652584018626
E00441,Colegio_21,Usme,3,67.82844719838673,63.24125661025058,64.25818049079673,51.9281209168587,60.22132045787012,1,1,F,61.49546513483258
E00442,Colegio_3,Los Mártires,4,49.89764741932679,44.08269283645596,31.04602493816517,70.38729223420351,41.29476444631645,1,1,F,47.341684374893575
E00443,Colegio_8,Antonio Nariño,5,62.26405227422832,41.00076564453121,60.76101013045601,55.643928644546456,48.79595484912511,1,0,M,53.69314230857742
E00444,Colegio_39,Usaquén,5,43.1434200464563,66.55252536922461,59.38451120945607,68.96214811131999,49.5894860882657,1,1,M,57.52641816494453
E00445,Colegio_39,Kennedy,3,60.39131806147664,49.20551677910947,49.15090614023649,64.3878633853971,71.45748875725009,1,1,M,58.918618624693956
E00446,Colegio_22,Suba,4,56.713022191034106,41.00318943867734,51.855278202844445,60.27340363209543,89.28056886096934,1,0,M,59.825092465124136
E00447,Colegio_11,Antonio Nariño,2,49.0907983502536,57.16837674894939,35.93924903753611,45.63714388441369,39.61418352331587,0,1,F,45.48995030889373
E00448,Colegio_23,Usaquén,1,68.70635811097718,61.360227134724965,30.504182698958445,55.080958747873304,58.04485472076031,1,1,F,54.73931628265884
E00449,Colegio_16,Usme,4,56.62612773323638,61.13366049244152,53.3566356895225,47.927855148007616,40.60727627746049,1,0,F,51.9303110681337
E00450,Colegio_28,Engativá,1,63.434898654085245,41.04888428047079,73.04813106914051,47.85737902801326,26.04177868907493,0,1,F,50.28621434415695
E00451,Colegio_35,La Candelaria,3,73.7176425219324,47.526323074670344,43.0434348936396,57.63482678560568,63.42598166308151,1,1,F,57.06964178778592
E00452,Colegio_29,Ciudad Bolívar,5,70.81182123242195,56.38289020559284,66.42665957284649,55.308547096984725,36.01586087153429,1,1,F,56.98915579587606
E00453,Colegio_38,San Cristóbal,3,67.90470342740404,41.19666286757329,52.7720513315228,40.23141790867702,61.859524013665535,1,1,F,52.79287190976854
E00454,Colegio_6,Los Mártires,1,52.553476931870065,52.41750130502192,55.41288840564708,82.9538531288404,44.38041522951018,0,1,M,57.543627000177935
E00455,Colegio_14,Puente Aranda,1,59.192767814726686,54.93198291920626,64.22534489198088,53.492253340802634,50.18025527968476,1,0,M,56.404520849280246
E00456,Colegio_29,La Candelaria,5,61.652373303211434,55.09778466319428,51.013469607402264,48.73566698534279,50.221652701747985,0,1,M,53.34418945217975
E00457,Colegio_28,Fontibón,5,65.23812256442677,31.53958729211147,52.482808204225364,45.40099686600915,71.15127311125369,0,1,F,53.1625576076053
E00458,Colegio_10,Fontibón,4,61.949040829149006,49.322712336055815,42.92092087090168,66.97968417122037,45.70830235680377,0,1,F,53.37613211282612
E00459,Colegio_4,Fontibón,1,48.39609479546556,46.230333174087505,65.39924132182817,57.50688032400211,35.909370613202434,1,1,F,50.68838404571716
E00460,Colegio_24,Antonio Nariño,4,52.1289319412682,46.73586434965095,59.462171800209916,79.29475115127605,51.92682266784499,1,1,M,57.90970838205002
E00461,Colegio_2,Chapinero,3,52.65985467172969,72.1860252699145,74.68580391793934,64.38864967824195,49.302868336599374,0,0,F,62.644640374884965
E00462,Colegio_29,Usaquén,1,50.49911528007036,60.586739172679245,50.6343144695243,30.036351649693813,55.16873245804214,1,1,M,49.38505060600197
E00463,Colegio_25,Puente Aranda,4,64.22907561741935,48.76974997979063,69.04249174407207,62.961656529784605,54.803312754627605,0,0,F,59.96125732513885
E00464,Colegio_31,Rafael Uribe Uribe,4,33.654608703571995,71.24929144226377,46.43495948429397,33.89845646833698,94.2190544922349,1,1,M,55.891274118140316
E00465,Colegio_15,Usme,2,47.65449465268292,72.4634393138021,79.9069788340367,41.000847268116146,41.31499314226052,0,1,F,56.46815064217968
E00466,Colegio_38,Teusaquillo,3,51.307375416949036,53.00857248317933,53.60379161300399,43.34590829260715,44.18264606895021,1,1,M,49.089658774937945
E00467,Colegio_33,Chapinero,6,70.13000337708428,45.7521297027803,54.0149491519665,63.20434885312593,52.95934555210782,1,1,M,57.21215532741297
E00468,Colegio_8,Chapinero,2,43.20468589222994,61.52854794499895,59.351389690360044,60.69971961871112,75.16392571561818,1,0,M,59.98965377238365
E00469,Colegio_40,Kennedy,5,61.252898367238316,37.619980417725216,78.21357786916934,38.096418446783794,87.83321940542848,1,1,F,60.60321890126902
E00470,Colegio_16,Engativá,4,56.42372784194466,56.900543178998994,66.59935360052893,51.19695772789423,53.95927708980755,1,1,M,57.01597188783487
E00471,Colegio_38,Teusaquillo,2,47.096667327993444,50.21758779998897,71.12766962195991,71.33376839412361,75.20594193869559,1,1,M,62.9963270165523
E00472,Colegio_34,Los Mártires,3,79.90855977533772,34.12989421593602,66.7921871015379,58.529428944657795,35.907598683221025,1,0,F,55.053533744138086
E00473,Colegio_6,La Candelaria,3,63.55275316796292,71.25151877343706,65.39826895193902,45.55235279669394,53.05745613251504,0,1,F,59.76246996450959
E00474,Colegio_39,Usaquén,1,49.022402068285366,42.36237575021219,57.039449407625426,48.48747582796256,41.608577482814525,1,1,F,47.70405610738001
E00475,Colegio_40,Rafael Uribe Uribe,4,69.17011361488113,26.869579107850704,47.34362675297877,60.62827498016383,72.494148021582,1,1,F,55.30114849549129
E00476,Colegio_23,Fontibón,1,55.49552591818837,51.729126727036906,71.8435386311916,58.28767869786823,59.62948387729567,0,1,F,59.397070770316155
E00477,Colegio_21,Los Mártires,3,40.78686905708642,36.685285549702726,64.19297131565816,70.24078835350281,71.41551012898992,0,0,F,56.664284880988006
E00478,Colegio_35,San Cristóbal,1,19.476134674261502,74.76416071378713,53.065894892219475,57.75478377104176,29.986805110502907,1,1,M,47.00955583236255
E00479,Colegio_29,Ciudad Bolívar,4,62.82557708917672,47.22931592269524,44.47921211651369,44.07416879952504,73.2510185839786,1,1,F,54.37185850237786
E00480,Colegio_35,Bosa,6,59.971866499057725,80.45922268151911,32.92909094844328,67.63134586278373,69.71742862730704,1,0,M,62.14179092382217
E00481,Colegio_2,Santa Fe,1,44.44679846300479,32.158856107291555,42.3557854932631,64.57180062703455,60.80430205417612,0,1,M,48.867508548954014
E00482,Colegio_33,Fontibón,5,37.171263035642724,81.36597656652263,44.017174260970855,78.37423852526183,49.17732026387812,1,1,F,58.021194530455226
E00483,Colegio_26,Teusaquillo,4,46.050878118350745,52.1663335057974,55.63552016884233,67.77998011173759,48.60383580056251,1,0,M,54.04730954105812
E00484,Colegio_32,Teusaquillo,3,48.807214230547096,49.72230151076378,39.48504643724747,53.630502156551714,68.78164608661245,1,1,F,52.085342084344504
E00485,Colegio_18,Tunjuelito,2,60.5200307629414,52.71052752390609,43.333045146172076,65.10916136311867,39.887483574562516,1,0,F,52.312049674140155
E00486,Colegio_34,Santa Fe,4,58.33420023379724,64.6184825014159,56.40239214831716,44.216703469939304,64.85941190217251,1,1,M,57.68623805112842
E00487,Colegio_30,Sumapaz,4,50.06847762022986,43.84035073546737,63.451129731601725,52.602808904447485,58.35365083370995,1,1,F,53.66328356509128
E00488,Colegio_23,Teusaquillo,4,34.07697090832972,64.6318567825006,29.747482752409304,65.2486976693966,50.896298354576054,1,1,F,48.92026129344246
E00489,Colegio_20,Sumapaz,3,40.20878553597993,46.62221803749705,45.9985712441066,52.25235264387404,53.04529898637653,1,1,F,47.625445289566834
E00490,Colegio_23,Tunjuelito,3,74.14739199772544,46.74104302168236,43.95635957272309,52.172042191722554,79.87814870466343,1,1,F,59.37899709770337
E00491,Colegio_40,Fontibón,1,49.66539302851831,51.432619316596714,54.77327171482515,48.426184526038995,41.872347678226404,1,1,M,49.233963252841114
E00492,Colegio_8,Bosa,3,69.88611601380663,63.196527365189866,70.94323442646105,48.705320649214826,62.372295118432184,1,1,M,63.020698714620906
E00493,Colegio_14,Engativá,3,65.88729252101803,43.49898565331938,53.38351942482589,64.1785238473852,44.3619942721731,0,1,F,54.26206314374432
E00494,Colegio_23,Kennedy,2,35.136547894945814,77.70040613286454,40.29789075262094,43.873442775796086,58.379057457494426,1,1,F,51.077469002744365
E00495,Colegio_14,Engativá,3,64.29351380363914,47.98044952365658,53.93434298750428,41.947245006694345,55.79557252961172,0,1,M,52.79022477022121
E00496,Colegio_2,Usme,2,42.473996143037915,81.13151404456647,46.99272244327767,43.411863680997975,45.29187294054697,0,1,M,51.8603938504854
E00497,Colegio_4,Usaquén,4,43.7730233499143,43.74988272517814,73.12763518759982,71.64554748075254,49.77768866321179,0,1,F,56.41475548133131
E00498,Colegio_24,Chapinero,3,64.54846719130921,83.06493740185196,50.89983491971195,49.829767852281755,58.098910941708056,1,1,F,61.288383661372585
E00499,Colegio_36,Usaquén,5,48.54205832944744,67.52790204875102,58.623176079245276,59.49068976644292,57.78016984237733,1,1,M,58.39279921325279
E00500,Colegio_9,Chapinero,2,36.44806110341263,74.79728092350307,38.990277124809026,66.0973144911175,48.25901787924447,0,1,M,52.91839030441734
E00501,Colegio_16,Antonio Nariño,4,41.09235735691953,38.58422799959507,35.50549272425052,50.619821615539976,45.74947532298405,1,1,M,42.310275003857825
E00502,Colegio_32,Sumapaz,5,50.15549613899879,44.284285703820295,32.516107666598465,72.77818067978959,46.60599512290337,0,0,F,49.2680130624221
E00503,Colegio_32,San Cristóbal,1,63.00963128306552,43.22899108121122,53.34182725386253,48.11959194293113,58.5599525239583,1,1,F,53.251998817005735
E00504,Colegio_27,San Cristóbal,3,37.11006349860356,54.34592837026598,42.04238960752522,59.856104829166156,47.920310793447214,0,1,M,48.25495941980163
E00505,Colegio_15,Santa Fe,3,55.41414068860944,63.47234129208399,77.04449093672622,68.94020187296448,57.966399239155436,1,1,F,64.5675148059079
E00506,Colegio_4,San Cristóbal,1,74.64752956624159,67.08520795416185,48.56615904323672,81.81399357791389,50.776007064096596,1,0,F,64.57777944113012
E00507,Colegio_36,Los Mártires,4,39.08899578830324,60.95150148806904,60.28918532499704,63.83316944282271,76.28206228561513,0,1,M,60.08898286596143
E00508,Colegio_25,Usme,5,48.6453623957562,62.390490179045074,49.352771606931725,61.640708200270076,60.31907052833673,1,1,F,56.469680582067966
E00509,Colegio_15,San Cristóbal,4,49.201980384172856,72.185606964367,60.484781651969776,47.577959174674746,59.94790300989714,1,1,M,57.8796462370163
E00510,Colegio_12,Suba,4,43.51989987476056,55.053212811814475,52.454000253957595,66.22644234974977,66.50396866315481,1,1,F,56.75150479068744
E00511,Colegio_7,Santa Fe,3,64.747107868844,49.82936408243059,40.04817287719264,53.800161222861114,54.775104752953915,1,1,F,52.63998216085645
E00512,Colegio_36,Chapinero,2,53.65794834157548,62.71310851460761,44.523818338920904,53.494646102108334,56.136222065289665,1,1,F,54.1051486725004
E00513,Colegio_24,Puente Aranda,3,53.921557947618275,61.07133404213826,53.852459938789565,44.184202891661016,54.42575641437328,1,1,M,53.49106224691608
E00514,Colegio_6,Bosa,2,72.69608169152556,38.35195531134744,41.06622762321934,56.43421029511373,44.22309175142218,0,1,F,50.554313334525645
E00515,Colegio_31,Suba,4,58.289137853044515,57.00875270328792,48.85004960544019,58.21373689158934,58.25440076651988,1,1,F,56.12321556397637
E00516,Colegio_21,Ciudad Bolívar,4,54.11627419060237,85.49387845358204,65.00583400865705,56.49272296756144,54.105743080725965,1,1,F,63.04289054022578
E00517,Colegio_11,Rafael Uribe Uribe,5,54.16286772032172,55.73098617587709,50.31558259859685,33.55357085170015,64.27300234751858,1,0,M,51.60720193880288
E00518,Colegio_16,Barrios Unidos,5,45.59580860402343,67.6045312001083,55.84164330535998,44.536269726331895,66.93117452394833,1,1,M,56.10188547195439
E00519,Colegio_14,Ciudad Bolívar,6,69.50970636012467,52.6784194848608,52.116437001617705,60.34104403166701,73.26991648500496,1,1,F,61.58310467265503
E00520,Colegio_25,Kennedy,1,49.544171619485,74.80833667280403,42.03202992689115,44.47654588011318,54.66274745327641,1,1,F,53.104766310513945
E00521,Colegio_14,Usme,4,55.29640696661045,62.49191233102605,38.68230862250666,62.92221714243425,71.81326427644561,1,1,M,58.2412218678046
E00522,Colegio_38,Usaquén,3,30.3986796559433,47.9729624938807,65.12049371319827,28.48100889640098,45.459617029360516,0,1,F,43.48655235775675
E00523,Colegio_18,Usaquén,4,62.67713401599886,66.90964600863485,66.83991178767408,73.4832805457313,62.90410619443635,1,1,M,66.56281571049509
E00524,Colegio_14,Sumapaz,3,72.04943737777384,77.50298421271387,40.16031496127222,56.93767404342613,58.29550702026767,0,1,F,60.989183523090745
E00525,Colegio_24,Sumapaz,6,69.95956931813177,62.506355666650734,65.53700816334153,68.28900445646755,34.73133202988407,1,0,F,60.204653926895126
E00526,Colegio_8,Ciudad Bolívar,3,42.47447861744702,56.173737904290306,55.884737426301164,71.42237200700013,89.65929095948425,1,1,F,63.12292338290458
E00527,Colegio_25,Los Mártires,2,62.18180783646896,63.5479947395515,60.680849106361556,62.65029418526302,59.64163891075057,0,1,F,61.74051695567912
E00528,Colegio_34,Antonio Nariño,4,55.61954296428354,58.64375082306936,79.37502058528582,19.65076120945369,54.070928991466786,1,1,F,53.47200091471184
E00529,Colegio_28,Puente Aranda,3,47.56191544460522,65.71180502306663,30.139241725957504,64.06687819174263,53.93920714820488,1,1,F,52.28380950671537
E00530,Colegio_24,Ciudad Bolívar,3,61.29427904025115,51.17823063776493,49.40513194023822,55.14278681045174,60.42357572268747,0,1,F,55.488800830278706
E00531,Colegio_18,Ciudad Bolívar,4,62.99304362519235,43.52396412126828,58.59383892448114,56.802384517011966,79.23746339561748,1,1,F,60.23013891671424
E00532,Colegio_34,Antonio Nariño,5,60.377711305032946,68.24402023824919,65.21294251338858,59.14291016999138,59.39056607880077,0,1,M,62.47363006109257
E00533,Colegio_3,Teusaquillo,2,60.93258851737072,81.92792811184816,41.97935054837658,34.54563287061137,69.60751116313614,1,0,M,57.798602242268586
E00534,Colegio_12,La Candelaria,4,53.87876519120576,60.48225519249555,62.890754536624634,42.5838442029835,54.27903627569118,1,1,F,54.82293107980013
E00535,Colegio_36,Tunjuelito,4,74.80784103815013,55.58700464440671,56.961391968818965,19.2426078187139,82.03875982557327,1,1,F,57.7275210591326
E00536,Colegio_5,Fontibón,6,44.859950473051185,90.06458064391462,73.05681384506305,54.6971172842286,39.37346550858002,1,0,M,60.4103855509675
E00537,Colegio_19,Usaquén,2,59.750068365325355,68.61291074519791,48.319217892343815,75.30978461585718,90.51392071321153,0,1,F,68.50118046638717
E00538,Colegio_12,Sumapaz,3,38.894898289614275,67.44902522409403,63.259351367450655,47.92797637472247,57.7483432035263,1,1,M,55.05591889188155
E00539,Colegio_27,Engativá,4,53.771253333337356,58.9217380167207,54.70976705514015,60.63769314112059,48.389299331709594,1,1,F,55.28595017560567
E00540,Colegio_17,Sumapaz,1,58.05252206807112,49.01466598814388,44.62740361888033,65.8307023642243,51.7516546424102,1,1,M,53.85538973634597
E00541,Colegio_28,Antonio Nariño,5,57.087363918324456,50.634454755617625,46.83629086559881,38.701386219167404,60.3831017801968,1,1,F,50.72851950778102
E00542,Colegio_40,Fontibón,3,63.20056016721768,52.665899252027394,46.796164925946194,58.164522619993754,67.67302229863255,0,1,F,57.70003385276351
E00543,Colegio_22,Engativá,4,45.43991470123787,38.2347448593202,53.54692057438297,64.57089708485901,54.24701375479256,1,1,M,51.20789819491851
E00544,Colegio_10,Ciudad Bolívar,3,45.23458429188753,52.36480454856285,57.359133883122865,55.18425353442661,54.36053593611565,1,1,F,52.9006624388231
E00545,Colegio_6,Fontibón,5,39.76129239736862,56.810776722751484,48.33346058277451,47.67871276170684,69.77313827999039,1,1,F,52.47147614891837
E00546,Colegio_17,Kennedy,5,45.005981576400174,51.63801133118107,65.76000622090682,61.33318032586331,52.20782814127451,1,1,F,55.18900151912518
E00547,Colegio_12,Fontibón,3,46.75620671930598,58.75081592802945,51.27396804408305,43.40954197081477,75.35175669843247,1,1,F,55.10845787213314
E00548,Colegio_6,Los Mártires,5,44.78056115871663,54.07817707621519,69.58864441152754,72.93527102612504,48.04368765067658,0,0,F,57.88526826465219
E00549,Colegio_22,La Candelaria,4,38.48990485023114,56.95551648108555,57.66943165318256,54.01010894193071,68.13640268895772,0,1,F,55.052272923077545
E00550,Colegio_16,Teusaquillo,3,58.884841269837025,47.54576157973564,56.754386015904835,78.7242919285778,59.492124845971595,0,1,M,60.28028112800538
E00551,Colegio_4,Kennedy,5,51.660113108691405,51.20166804828486,50.12470341810574,65.34464326316139,63.65129298506746,0,1,F,56.39648416466217
E00552,Colegio_25,Ciudad Bolívar,3,56.79112990320536,54.955722795324306,66.12019471973385,45.256557427581924,89.30372086840683,0,0,M,62.485465142850444
E00553,Colegio_33,Sumapaz,3,50.234675517032144,46.114207978014385,32.17908508619507,63.88257593048971,41.31683633321893,1,1,M,46.745476168990045
E00554,Colegio_1,Bosa,2,80.87015869049468,53.89014879111898,61.218874963597685,49.90970414651448,53.958438559074196,1,0,F,59.96946503016001
E00555,Colegio_15,Barrios Unidos,5,31.263998816912107,47.59970941089039,63.7961954001563,46.758617635232895,47.54333730441373,1,1,M,47.39237171352109
E00556,Colegio_17,Engativá,3,47.839980509944915,68.03650161509447,65.39316617658204,50.51687888978191,64.17845869473605,0,1,M,59.19299717722788
E00557,Colegio_19,Barrios Unidos,3,36.74780963433899,52.075474446220134,57.236780148073194,58.45397576801508,60.816879636114976,1,1,M,53.06618392655248
E00558,Colegio_19,Santa Fe,6,63.407256251649386,61.14543054622923,91.13164984629546,33.7063548486788,43.91528359434515,1,0,M,58.6611950174396
E00559,Colegio_20,Usme,5,47.38290481851958,48.226576726064934,56.963318273380914,61.76288856160213,41.58137476781269,1,0,M,51.18341262947605
E00560,Colegio_1,Rafael Uribe Uribe,2,58.1998434504671,52.45418308038688,31.433351980955926,46.62280099721151,62.69634524237773,1,0,F,50.28130495027983
E00561,Colegio_23,Sumapaz,4,40.097803114353844,53.885434829594736,55.01210950158815,74.97974709314359,60.824066291925206,1,1,M,56.9598321661211
E00562,Colegio_16,Rafael Uribe Uribe,2,55.35372280756791,39.95919139802922,57.51656213382829,75.8477188031797,35.01659989781661,1,1,M,52.738759008084344
E00563,Colegio_24,Sumapaz,2,53.14170429007484,35.180156921721874,45.479655675353925,72.32389747385447,63.88745695287862,1,1,F,54.00257426277674
E00564,Colegio_20,Teusaquillo,5,48.427673162583474,38.7447651135023,74.55770245373029,69.75233025366892,60.557822863794186,0,0,M,58.40805876945583
E00565,Colegio_15,Ciudad Bolívar,3,91.45454165863504,63.23528318316535,51.742005745782386,31.092690431190153,57.30315361759935,1,1,F,58.96553492727446
E00566,Colegio_24,Teusaquillo,3,58.37801323115754,61.17479796395652,42.56015843698213,81.9558539440861,54.2442733593195,1,1,F,59.66261938710036
E00567,Colegio_37,Antonio Nariño,2,32.45416371889925,51.594124382005845,57.08209691831514,59.51831880149693,51.38111240742767,0,1,M,50.40596324562897
E00568,Colegio_33,Barrios Unidos,1,81.11909338745525,34.41147527328498,56.90547013672876,76.49675462040092,44.714836521252394,0,1,F,58.72952598782446
E00569,Colegio_32,Rafael Uribe Uribe,3,52.93022931517125,63.86460410854678,60.81135626902815,86.40138785849943,58.34951299124047,1,1,M,64.47141810849722
E00570,Colegio_31,La Candelaria,5,41.3820337468848,47.892460403046336,23.316374212742435,58.81675246263568,61.42171751674487,1,0,F,46.56586766841083
E00571,Colegio_15,Fontibón,2,46.383029505919026,57.98719014854869,45.132356110819934,35.48264708156296,24.504876040880156,1,0,M,41.89801977754615
E00572,Colegio_1,Suba,4,66.27911888178507,58.82273303508678,59.644205517128,53.95204115047298,46.155425330130946,1,1,M,56.970704782920755
E00573,Colegio_12,Puente Aranda,3,67.90089250247668,69.60552309992569,68.95059304089419,65.30084322704751,65.6108562737694,0,1,M,67.4737416288227
E00574,Colegio_35,Sumapaz,3,60.725021123436505,55.2701852937424,58.57438588665661,52.99595304791329,65.85595772557639,1,1,M,58.68430061546504
E00575,Colegio_37,Kennedy,6,46.17338527397401,10.77400952258558,45.39288226680307,44.97211094073077,45.225249285428916,1,1,M,38.50752745790447
E00576,Colegio_30,Teusaquillo,5,63.27173840650468,62.49723505451154,53.263010541116316,71.75681129036974,47.51171584596883,1,1,F,59.660102227694225
E00577,Colegio_26,Tunjuelito,5,58.229906493579435,44.697879049945776,66.53447550794262,57.177563302178235,48.67796684412732,1,1,F,55.06355823955467
E00578,Colegio_11,Teusaquillo,1,57.115835767781846,36.63208385473287,64.21399319817627,52.43327216223438,61.46556188216794,1,1,F,54.37214937301866
E00579,Colegio_32,Tunjuelito,6,55.989382374975875,43.61535790713809,63.833466143683204,55.891089891046626,47.56744017348551,0,1,M,53.379347298065866
E00580,Colegio_2,Fontibón,5,51.99947204431556,27.69155435149935,70.91175573412173,55.34480439960182,49.84065643228133,1,1,F,51.157648592363955
E00581,Colegio_10,Rafael Uribe Uribe,2,56.81175514930598,63.80334868219861,73.51613492077696,66.46746868175246,69.95515693110005,1,1,M,66.1107728730268
E00582,Colegio_22,Barrios Unidos,3,48.69225997468584,41.26445315231657,41.40168601997763,70.21502618146526,49.43292665766506,0,1,M,50.201270397222075
E00583,Colegio_9,Ciudad Bolívar,1,62.91947933251575,64.45406387561543,47.03110838687222,66.87555060265503,46.50368479293102,0,1,F,57.55677739811789
E00584,Colegio_30,Teusaquillo,2,57.83755211376453,53.461316958537424,70.3721894739177,49.843520148487606,50.531914241375794,1,1,M,56.40929858721661
E00585,Colegio_25,Ciudad Bolívar,5,78.27201750753747,52.89523607443629,36.431506151312654,68.30868080404181,69.03138088172335,1,1,F,60.987764283810314
E00586,Colegio_21,Antonio Nariño,1,40.67424171780047,62.32745069296403,66.86976459708043,51.48362461039412,46.72770761982782,1,1,M,53.61655784761338
E00587,Colegio_18,Usaquén,2,69.98236018868538,20.862155095563594,37.057878905668005,60.93699576805058,51.52075091446176,0,1,M,48.072028174485865
E00588,Colegio_20,Usme,3,44.16859814563405,62.87038972064143,68.60512919242679,58.521564384396235,68.13793350347387,1,0,F,60.46072298931447
E00589,Colegio_40,San Cristóbal,2,48.0680944446034,57.24981106477108,56.43494701463262,43.29874728041027,46.76169375926362,1,0,M,50.3626587127362
E00590,Colegio_16,Sumapaz,5,53.79207671829527,67.26344276716021,56.98091125364825,58.74416173300124,59.17241183338926,0,1,M,59.190600861098844
E00591,Colegio_39,Chapinero,3,73.73929721315184,49.76572976838709,59.551327153253865,58.63826779167292,50.57173165921241,1,1,F,58.453270717135624
E00592,Colegio_35,La Candelaria,4,44.49467349843347,59.40711177331423,43.8695703422399,67.84672505475493,47.47709601721978,1,1,F,52.619035337192464
E00593,Colegio_29,Suba,4,67.53778768811657,45.38873895569565,70.98003666963696,78.57283476557846,41.637412703628186,1,1,M,60.82336215653116
E00594,Colegio_30,Santa Fe,1,66.91946438914039,62.465362404962356,69.29313937779378,83.97468497193921,37.49488222888603,1,1,F,64.02950667454435
E00595,Colegio_3,Antonio Nariño,3,69.64865299696125,64.26756408645508,31.206206523833124,52.74710464669036,59.56756996801256,1,0,M,55.48741964439047
E00596,Colegio_32,Fontibón,2,47.6068137086632,23.05575351570166,77.72366867536599,40.88353067210957,65.51893004261152,1,0,M,50.95773932289039
E00597,Colegio_14,San Cristóbal,2,65.00797129482177,58.95694686196047,43.872566802092095,59.88881647662795,22.519359078581743,1,1,M,50.0491321028168
E00598,Colegio_26,Teusaquillo,3,55.320824484974025,43.291082990010395,38.505697922195196,53.25618040052045,77.99030358392216,0,1,F,53.67281787632444
E00599,Colegio_5,Los Mártires,1,60.7938885668224,52.494764216845475,40.10875069031509,53.42632924639535,52.50451517378377,0,1,M,51.865649578832425
E00600,Colegio_28,Rafael Uribe Uribe,4,49.95642724823804,52.02840820021073,63.45094695655104,56.917331268516186,60.756511854880415,0,1,F,56.62192510567928
E00601,Colegio_8,Sumapaz,2,31.745141816123983,57.472382670585965,15.20787500052051,55.36024797176798,53.79997369142234,1,1,F,42.71712423008416
E00602,Colegio_33,Sumapaz,1,57.41299623274663,60.52014447470281,48.68501919156,44.048635590466645,61.73918128476399,1,1,M,54.481195354848026
E00603,Colegio_36,Teusaquillo,3,64.53018950934158,51.76955992314475,47.90926877338244,48.170693920847086,39.5811564941039,0,0,F,50.39217372416395
E00604,Colegio_13,Usaquén,3,66.10381543072708,47.77420606080316,49.80326578225046,75.03421399761412,48.10223139659022,0,1,F,57.36354653359702
E00605,Colegio_20,Teusaquillo,6,59.43529899139997,47.198822398133494,37.534926252944516,52.75605477094641,46.22890151196418,0,1,F,48.63080078507771
E00606,Colegio_18,Barrios Unidos,5,50.74174014955985,37.62149964188544,54.528622396215184,53.51732680682798,45.13937327104039,1,0,M,48.309712453105774
E00607,Colegio_20,Kennedy,2,46.029812298968096,32.47870367866381,55.83906640649847,80.85217310122874,54.083919555268125,1,1,M,53.856735008125455
E00608,Colegio_33,San Cristóbal,3,64.87353309810064,70.02024952956981,49.194016095141016,53.38692526504033,70.06573107000693,1,0,M,61.50809101157174
E00609,Colegio_21,Barrios Unidos,3,65.90635464324322,37.84574267575201,68.16855540346435,55.51230948244926,69.94835867809955,1,0,M,59.47626417660168
E00610,Colegio_24,Barrios Unidos,2,54.53338408797442,74.13869060495719,43.08801206054557,42.267910805232745,55.6427463497756,1,1,M,53.934148781697104
E00611,Colegio_28,Sumapaz,4,58.10920052053164,41.76155196868144,52.215151954381106,74.58117707937083,45.77809997374089,1,1,M,54.48903629934118
E00612,Colegio_5,Puente Aranda,4,57.25105659968753,63.08697004732373,59.625605085045684,75.01735596988895,58.249860229789604,1,0,M,62.64616958634709
