User Name;Comment Text
@yoferchu1;"Estuve allí, en Varanasi, una semana en 2017.  En ese momento, no me dejaban grabar en los crematorios.
Hay algo para aclarar: los de naranja van al templo de SHIVA, uno de los más importantes de India. Siempre los peregrinos de naranja son devotos de SHIVA. Es un templo al que no dejan (o no dejaban) entrar a turistas. Lo importante no es ir al río sino a ese templo, que tiene filas enormes para entrar. Obvio luego ir al río a purificarse y llevarse agua es parte del viaje."
@angiebermudez4216;No me equivoque en elegir a mi influencer favorito, amo tu contenido, amo la forma en como.trasmites la.información,Gracias por tanto!. ?
@AlfreValde;Expresas lo que uno hablaria!!! Gracias por la experiencia..es como si estuviera contigo todo el tiempo!! Felicidades
@cayala45326;Woow que fuerte eso! No es para cualquiera!!! Y uno tanto que se queja con todo al alcance y con buena salud!
@maleja5555;Juanito eres el mejor ????
@sofiamesias6614;"Son fanáticos de todo...menos de la limpieza ?????? todo es ""sagrado"" menos la limpieza...."
@add271;Que Rayo hace usted hay cuide su salud ??
@yahairam.7269;Impresionante?? es donde me doy cuenta que he sido afortunada en mi vida, agradecida con la vida el haber nacido en mi Amada Honduras
@manuelfran6324;Hay dos youtubers famosos que llegaron a la India  dos veces a distancia de un año una de otra y salieron corriendo al dia siguiente de llegar en ambas ocasiones .
@AngelinasTs01;“La liberación eterna del alma”  La promesa de este interesante lugar, nada más ni nada menos la respuesta existencial. El que tiene ojos que vea! Gracias Juan por este  vídeo esperanzador: Eterna Libertad ?
@fabian_noriega;Me alegra que un Colombiano tenga la habilidad de presentar lugares de esta forma! Saludos y gracias por el contenido tan profesional!
@giovanacrespo3184;Estos lugares ponen al límite a cualquiera. Admiro tu fortaleza física y mental.
@AbrahamRR;No entiendo porque hablan así de India es una cultura distinta y debe respetarse es de tontos no ver más allá de nuestros ojos. Eso es lo que hace lo hermoso a este planeta!.
@silviadiaz1558;Juanito sería bueno que, cuando termines tu recorrido, regreses a tu hogar y hagas una limpieza física y espiritual. Tus últimos videos excelentes muy descriptivos, te has expuesto tanto. Por ti he visto cosas sorprendentes. Gracias.dios te proteja ????????
@ludita45;Ahora sí que me dejaste sin palabras, que realidades, que video...no deja indiferente a nadie..gracias Juan por llevarnos a lugares.donde no iríamos jamás ..por Dios.????????????
@EsthercarmelitaRayel;Juan Felipe,que bravo !tus respeto y tu forma de narrar cada acontecimiento me emociona.Mis respeto para tí. Abrazos desde???? Nuequen ????Patagonia ???? Argentina ????
@mirtharodriguez7762;Hola Juan!, una vez más te superas a ti mismo en todo sentido!, espectacular video y muy arriesgado de su parte!, espero tenga actualizadas sus vacunas hermano???? Un abrazo desde La Habana, Cuba. Se le sigue siempre! Cuidese mucho!??
@cindirelacabas7114;"Juan querido,  nuevamente nos das un wow?? de esta cultura tan extraña para nosotros  pero a la vez debemos  respetar y  admirar. GRACIAS  por llevarnos de paseo que experiencia hermano no me lo imagino estar alli en medio de estos estilos de vida increíbles , .
Valiente eres mi hermano. Cuidate mucho y hasta pronto Juan !!! ?"
@adrianaortiz6295;"Absoluto profesionalismo querido Juan has dejado ver en este episodio. 
Soy Colombiana y por esas cosas de la vida hoy vivo lejos de mi Patria. Patria a la que añoro regresar, Patria a la que adoro y por haber nacido allí estoy más que agradecida con Dios. 
Si, amo a mi País con todo mi corazón y con todos los problemas que tenemos…
Gracias Juan por esa espectacular saga de Pakistán y la India. Un abrazo ?"
@sagrarioguerrarodriguez;Increíble reportaje juan te admiro y agradezco nos muestres  esto tan lejano a muestras costumbres y si esto es parte de este loco mundo …. Saludos
@RosaAyala-x7m;Que Profesionalismo, el Tuyo mi querido Juan!!!!…. Que valor y que entereza en entrar y sumergirte en esos lugares y relatarnos tu experiencia con tanta claridad y a la vez tanto respeto ?? … ????
@mariamarthaperezureña;Increíble lugar, Juan le felicito, no cualquiera va, su enfoque humano y respetuoso le abre las puertas para traernos esta experiencia  cultural ???
@miperritoatlas330;"Que video tan fuerte, muchas gracias por compartir está realidad que no conocía Juan 
Dios te bendiga ??"
@Serendipia-z1n;"Es curioso:
Allá en ese lugar.. ( por lo ritual) parece que  la vida VALE MUCHO.. pero igualmente parece NO VALER NADA..)
 Sin tantos ritos..oraciones y muestras de dolor ...(como es por acá por éstos lados)) ..el difunto va la hoguera pública..como si nada ...o tirado al río como si nada.
!IMPACTANTE!"
@mr_mouns;"Magestuoso Documental hermano, cada vídeo es realmente placentero verlo por el contenido y la forma de explicar y mostrar la realidad en los mismos y  cada lugar al que vas. Muchas Gracias por hacernos llegar esa vida de cada lugar juntos con cultura, tradiciones y demás cosas que los representa !! 
Bendiciones Juan… excelente trabajo ????"
@LADYCAROLINAACOSTANUNPAQUE;ESA VIDA NO SE DEBE NORMALIZAR.
@miguelangelramirez5006;El que viene se pega severo viaje con Juan, reportense a quienes les pasa?
@vintagemarket2749;Mira Juan que ver esto me causó angustia. Este Distrito de Varanasi con casi 4 millones de habitantes. País más poblado del mundo y 1,437 millones de habitantes.  Impresionada por tu valentía Juan de ilustrarnos arriesgando tu vida y salud. Gracias amigo. Se te quiere desde Guatemala. Ana. ??
@griseldagonzalezbarwis1907;"Impresionantes imágenes planeta ???? Juan, como mencionas en tu vídeo ?? "" no es para todos""  la religiosidad creencia , y la  espiritualidad de como incineran   los  muertos en la india me sorprendió mucho  como lo  hacen al aire libre. Juan mis respetos por compartir tan difícil experiencia."
@marisolperalta9841;???? aquí se ve plasmada ......... En carne viva la MISERIA MENTAL Y ESPIRITUAL DE LOS SERES HUMANOS, ESTO NO SE TRATA DE CREENCIAS O RELIGIÓN SOLAMENTE...... SINO........ DE LA GRAN IGNORANCIA QUE PUEDE TENER UNA CULTURA, MUY LEJOS DE LO RACIONAL ......???? MOSTRUOSO ES EL PAIS DE LA INDIA......???MUGRE, BASURA,  MISERIA..........AHI COMEN , CAGAN, MEAN, DUERMEN.......... IMPOSIBLE ENTENDER DONDE HAY ESPIRITUALIDAD EN ESE VIVIR DIARIO..... NI HABLAR DE LA CONTAMINACIÓN ???????????????
@brasteves;No sé, pero ese río se ve mucho más limpio que el Río Bogotá
@davidsolano2423;Ahora entiendo, la gente va a morir allá para no volver a reencarnar y tener la mala suerte de volver a nacer en la India.
@luzdarycastano8515;gracias Juan, por tanta información tan valiosa, ya había visto un documental parecido, pero que tú te hayas ido hasta allá y mostrar todo éso así de primera mano,no tiene precio, porque estás arriesgado hasta la salud, por por tanta evidencia, noj...es muy fuerte en todo sentido para mí, que te sigo siempre...uff, cuídate....un súper abrazo si lo permites...te mereces no sé qué premio. saludos desde Colombia...?????????????????????????????????????????? gracias mil
@mariateresacortesgutierrez1935;"Juan, buen día.
Muy interesante lo que nos muestras.
Te felicito por el respeto con el que
hablas. ¡Gracias!"
@Nebur-xx5xw;Luego nos llaman terroristas climáticos a los Europeos por ir a trabajar con un coche diesel en este minúsculo continente..es alucinante...solo 1 dia la India contamina mas que 365 Europa entera...como nos engañan
@Sahy-q5n;Te admiro por lo que haces, hasta el punto de arriesgar tu salud. Agradesco cada día por mi vida , Gracias Juan ?
@gabrielagarrido3361;"Pues mira querido Juan admiro como, veas lo que veas,  huelas lo que huelas,  pises lo que pises, no haces ninguna expresión de desagrado. Actúas con respeto hacia las personas,  los lugares y las costumbres, eso habla muy bien de tí y de tu escala de valores morales. 
Eres una persona sencilla,  bonita. 
Recibe un abrazo fraterno desde la Cd. de México. 
Seguiré viajando junto a tí  con cada uno de tus videos,  siempre interesantes. 
Beso."
@SuperAndrea1998;Gracias por enseñarnos esta cultura, igual me gusta que vean la muerte como liberación ???? se que es mas profundo que sólo la palabra, muy interesante perspectiva,  saludos desde Chile ???? Juan ,amo tus vídeos. Cada día mejores.
@Lili-ic2bw;Hola Juan que increíble eres ...de verdad admiro tu templanza ante estás realidades y costumbres que no son tan ajenas y hasta a veces incomprensibles .Te mando un abrazo ??
@smal58;Otro excelente video... con una mira seria y respetuosa de tantas cosas que no comprendemos pero que existen, y que gracias a ti la vemos más cerca.  Mis respetos para ti como persona con empatía, tolerancia y real consideración para con otras culturas... saludos desde Venezuela.
@KittyLopez-hz2cg;"Laboro para una funeraria, y la reverencia tanto para el difunto, como para la familia es fundamental. Excelente video Juan y grácias por demostrar ese respeto hacia esas personas que realizan su ritual hacia sus difuntos de la manera en la que su cultura lo permite.
Saludos desde Puerto Rico."
@marlensierra2829;Querido Juan  Personalmente  Eres Un Orgullo Colombiano   Arriesgado   Valiente  Fuerte Y Respetuoso Con Ésta Cultura Lo Cual  Para Muchos De Nosotros Sería Desagradable  Mis Respetos Absolutamente Para Ti  Cuídate   Dios Te Bendiga Siempre ????????
@MejiaRoberto11;Viendo esos vídeose me hacen agradecer a Dios por haber nacido en Latinoamérica en Colombia y en mi Cartagena de Indias Costa Caribe no me vuelvo a quejar más nunca en mi vida gracias Juan por esos vídeos.
@AngeloDavid77;Tremendo hermano, esa percepcion del mundo, sinceramente no podemos dejar que nos consuma el EGO, esto de aqui muestra en crudo lo hunildes que debemos ser en nuestras vidas! valiente Juancho! dios te bendiga.
@ArelisCardenas-du4ow;Hola Juan te sigo hace tiempo y cada dia te admiro mas ,este es el video mas sorprendente q he visto eres muy profesional y tienes mucho valor en visitar estos lugares tan crudos y contaminados que pueden afectar tu salud ,convertirte en uno mas entre ellos ,caminar descals por ese lugar ,respurar ese aire contaminado te hace unicooooo,cuisate
@AlbertoSerna-lv7ot;Felicidades por esos videos que mas que videos es un mini documental . Muy impactante. Gracias Juan. Saludes a la abuela
@elizabethserrano8323;Su respeto y la seriedad conque expresa la cultura de estos países, es lo k lo hace tan especial a usted, verdaderamente k es un placer ver y conocer muchos países por medio de su canal, felicitaciones Juan y k Dios lo bendiga siempre ??????
@cecee854;Desde Panamá ???? mis respetos amigo, gracias por todo lo que nos has documentado de la India hasta ahora. ????Dios te  bendiga.????????????
@visionrealtagm9159;!??Wou de verdad te admiro, tu capacidad de control, comunicación, tolerancia, etc., de solo ver el vídeo me desespera ver esos sitios tan rudos y esas personas tan arraigadas con sus creencias, mira que sumergirse en un río tan contaminado para purificarse ??
@ASYRYO;Oiga mi hermano usted tiene un estómago a prueba de todo...mi admiración y por favor cuídese mucho y apiádese de su sistema respiratorio o por lo menos dele algo de tregua. Un fuerte abrazo desde Perú.
@gabrielgarciamontoya3553;Bro que se siente uno levantarse por la mañana y darse cuenta que eres de los mejores youtubers del mundo? o sea, vos te miras al espejo y sonries y ya o que? que grande que sos, de colombia pal mundo
@Caribe777;Saludos Juan. Necesito felicitarlo por su extraordinario trabajo  es una labor periodística profesional. Lo sigo ya hace dos años y disfruto mucho los viajes como muestra sus vivencias en fin pero déjeme decirle que estos videos de india me han impresionado tanto que he caído incluso en momentos de depresion ??. Este lo tuve que pausar no podía seguir. Por favor cuídese fortalezca aún más su fortalecido sistema inmune es fuerte lo que usted vive,,, y nos hace reflexionar en el valor de lo que tenemos en fin quede en shock
@noralopez9545;Como siempre, admirable tu estabilidad emocional y el respeto a las diferentes creencias. Saludos desde Argentina.
@carparra2971;WOW, WOW, WOW... Mis respetos, tesoooo. Este video despertó tantas emociones, no me imagino estando ahí!
@Alfred-Energy253;Esto es una locura toda estas creencias ...Gracias Don Juan..saludos a la abuela ?
@LeyliSierra-b1w;Quede , sin palabras, tanta contaminación en esos países, las de las ratas,  , los desagües y en este ríos aire contaminados por cadáveres , etc no hay aire natural por ningún lado, gracias a Dios Juan tu estas solo de paso , una experiencia única Dios te siga bendiciendo es tus retos
@TwoH98;“El poder de la creencia” bastante para pensar sobre esa reflexión
@alvaraing;Increíble vídeo Juan. Me encanta como te comprometes con la cultura y muestras el debido respeto a sus tradiciones y costumbres. Definitivamente no es un lugar para todo, admiro tu valentía y sentido de apertura.
@amaliaolivo1858;"Wooww, mi respeto  juan, tienes una manera de mostrar el mundo y sus crudas realidades con un respeto y seriedad increíble.
Cuidate Juan"
@lacaela;Es increíble lo dnámico y atemporal que es el mundo,  vivimos en un bucle de tiempo  donde todos hacemos cosas de un tenor paradójico impresionante!! Nunca me dejan de sorprender tus videos gracias por tanto! @PlanetaJuan
@DaysiJovel-b1l;Solo de ver ese ambiente no dan ganas de ir . Que valor de Juan. Te admiro, gracias por darnos conocer esos lugares.
@ninfastelladominguezareval2644;Gracias por mostrarme a dónde nunca quisiera ir
@RubenVillarreal-x3w5l;Admiro tu Valentia Al meterse en esas tierras en esas aguas agradezco haber nacido en mexico
@BMck-17;Qué profesional eres la verdad, te admiro arriesgar tu salud al respirar. Ese uno caminar descalzo en esa agua es de mucho compromiso y amor por tu trabajo
@marthasanchez2555;Lo felicito por tanta paciencia y valentía
@MariaMorales-li8vw;Creo que para ir a estos lugares. Se nesesita de verdad amar lo q ases d acer videos. ????????
@JuandTroya5408;Juan cómprate las Ray-Ban Meta para grabar
@bichovago6585;Realmente Se Tiene Que Amar Lo Que Uno Hace Para Hacer Semejante Sacrificio . Gracias Totales  !
@montserratmaciel6177;Hay lugares que muestras y dan ganas de ir, pero este no, así que gracias por mostrar esto.
@pardorozco;Wooooo Juan. Que locura todo esto. Gracias por documentar esto tan importante para esa cultura.
@Haruchemy;Tu capacidad de describir lo que ves sin demostrar desagrado es lo que te hace especial. Eres una persona muy comprensiva y sabia. Gracias por mostrar algo que por lo menos desde mi percepción parece absolutamente desagradable.
@slavicapejakovic2458;Lo haces con verdadera dignidad y seriedad, acercando esa realidad al resto del mundo y manteniéndote al margen. ¡Enhorabuena, gracias por el vídeo!
@luisafernandamartinezfigue9181;Se imaginan que todos los viajeros fueran a Bogotá a un lado donde haya mucha suciedad y sea poco higiénico y peligroso y no vayan a ningún otro lado y se devuelvan a su país diciendo que no vayan a Colombia porque es sucio y peligroso, y no sería justo ya que Bogotá es muy grande y hay localidades muy limpias y un poco más seguras y sin olvidar de las ciudades de Medellín, Cali, Santa Marta, etc.Es juzgar un país entero por un pedacito. Y siento que eso es lo que pasa con India.  Lean un poco del norte en el Himalaya o de Sikkim. Eso también es India.
@AliciaUrresta;Excelente vídeo. Gracias Juan por explicar tan bien esa cultura, sus tradiciones y esa espectacular narrativa que atrapa a seguir mirando tus videos. Saludos desde Colombia
@raullarios6895;Gracias Juan por tan hermoso documental ????????????
@AlIv-du5po;Gracias Juan.....soy de Perú pero definitivamente estoy agradecido por tus documentales .que nos muestran diversas culturas tras las fronteras......que national geogragic...discovery chanenl.....etx etc...usted si que es bien berraco...saludos parcero desde lima
@giselavelazquez8388;"Qué linda reflexión final. Tanto Pakistán como la India me han sorprendido mucho a través de tus videos; sin duda muy interesante y shockeante para una cultura tan diferente como la nuestra. Gracias Juan?"
@mrcrab3359;Juan apesar que he visto otro videos de ese lugar el tuyo me impacto fuiste y hasta el rio estaba crecido te felicito exelente video eres el mejor????????????
@anatrinidadcorrea2887;Soy Católica ?? bien pudiera ser de cualquier otra religión en mi país Colombia! . Igual independientemente de pertenecer a uno u otro grupo religioso, al ver este video pienso: que Locura! Sin poder siquiera imaginar el sentir de estás personas. Gracias infinitas doy a mí Dios y señor por ser y estar en Colombia!! Bendiciones Juan
@soniadasilva8411;Hola planeta Juan lo admiro  es un riesgo enorme a tu salud pero ahí estas ????no me preocupa quemar al muerto me preocupa  el nivel de contaminación ???? no iría jamás  Te agradezco que nos muestre la realidad de ese país Desde Uruguay ???? América del Lo mejor para vos
@pavelmanEC;Amo Guayaquil, Quito, Ecuador en sí..... que gran bendición vivir en América Latina
@ethelcanchila358;Eres tremendo Juan, como dijiste la India no es para todo el mundo y lastimosamente creo que no podría conocerla, me gusta la forma como relatas y el respeto que tienes hacia las personas, los lugares y culturas que visitas. ?
@malejavargas1244;De ésta práctica admiro que ven el cuerpo humano como lo que realmente es: un envase por medio del cual interactuamos en éste plano, cuando la vida se termina ese cuerpo vuelve a la tierra ellos lo queman para purificar y liberar el alma sin que ese proceso tenga que ser una tragedia
@liliavillarreal5186;Le he dado like al vídeo por la infomación que nos da y el esfuerzo que le ha puesto en él, pero no es un tema agradable de ver. Tiene usted razón, hay que cambiar la forma de ver la vida ? ???
@valsmm;Demasiado de acuerdo con todos los comentarios donde nos sentimos afortunados de Nacer en cualquier lugar menos en India o Pakistán. Y más de acuerdo aún con lo increíbles que están siendo estos vídeos, el respeto, la forma con que Juan nos transmite toda esta información tan impresionante. Dios mío! De locos
@elisavasquez4119;"Segundo video crudo.  Qué  fuerte la realidad y la cultura de la India.
Saludos a la abuela ????! Chaolín ????!
Muchos saludos desde Lima,Perú ????????????."
@AntonioRojas-q6z9n;Juan es un crack lo juro ERES EL MEJOR HERMANO, cuál otro youtuber va a esos lugares a mirar esas cosas todos los otros solo muestran lo bonito de cada país pero Juan te muestra las dos caras ERES EL MEJOR BRO ?? Dios te bendiga hoy mañana y siempre gracias por ilustrarme con tu inteligencia y enseñarme más de historias !!
@alexb1457;Definitivamente como UD dijo Juan, no es un lugar para todo el mundo. Prefiero una mil veces a mi Costa Rica. Pobre, humilde pero, pero para mí el lugar más hermoso del mundo. UD de verdad tiene un corazón de aventurero y valiente al haber estado ahí. Gracias por ese sacrificio!
@liberal58;ING.Juan gracias por su objetividad,respeto y humildad ante las culturas de la India y Pakistán que nos producen todo un choque cultural!????????
@solmaritzaramirez2389;Dios santo ??me enferme de ver esto lo veo y es increíble conseguir esa historia Jua mis respetos para usted adelante con tu canal Dios te guarde
@abalthazar5858;"Juan, pero que pedazo de vídeo nos mostraste hoy ???
Definitivamente estos últimos han sido verdaderamente una joya ! Por todo lo mostrado !!! Contenido que nunca pensé que existiera. Lugares que me han impactado.
Eres por mucho, muchísimo el mejor YouTuber viajero !!! 
Ya estás en otro nivel, contenido digno de televisión, cine … 
Enhorabuena !!! 
Pero por supuesto like para ti ????"
@yennydelKarmen;Yo viendo este video a las 4 de la mañana ???? wao juan  mis respetos para usted, yo no pudiera ir a esos lugares, pero claro respeto mucho sus creencias y cultura. Feliz lunes
@Fatima-i2m3k;Planeta Juan, yo no creo que otros influencer hagan video como los tuyo, sinceramente yo pienso que tu videos deberián de otorgarle un premio nobel!
@veraleroy1587;Gracias por ir tan lejos.  Lastima que plataforma no te deja,  mostrar tal cual son todas las imágenes...?? eso es, Censura
@elkascoful;Al ver tus videos realmente se siente como si estuviéramos ahí. Gracias Juan, se aprecia todo el trabajo que haces.
@juancamiloorozcoagredo2658;"Hoy en día cualquier hombre (o mujer y más aún  si tiene buenos ""atributos"") que tenga una cámara de celular puede ser youtuber, pero que alcance esa calidad de documentación, narrativa y profesionalismo como lo hace Juan, no lo logra cualquiera."
@Luna_xd-i9o;Vídeo como este me hacen amar mas a mi bella República Dominicana
@mariorenecamargo367;es increhible el poder de la ignoracia!!
@wilsonparra5896;JUAN , EN ESE RIO DEBEN ASUSTAR.
@luisalbertocabrera2918;Que dificil es aceptar la diversidad cuando uno ve estas imagenes, realmente tus videos son tan realistas y explicitos que uno queda absorto ante ellas. Querido Juan, gracias por mostrarnos las realidades de otro lados, por mas diferentes que sean.
@sararecinos1113;Juan te admiro mucho por ser tan profesional en lo que haces, esta serie sobre India me ha dejado impresionada y me paraliza verte caminar sobre esas calles.  Bendiciones para ti.
@ruthericmorin5755;Juan querido, hay que resaltar el respeto que tu haces en la narrative y contenido tan original. Dios te bendiga siempre, saludos a la abuela ????de otra abuela ????
@esteritmosebailaasi1751;Valentia total, agradesco ver todo esto desde la comodidad de mi pantalla ??
@andreasallago2063;Tremendo vídeo!!! Pensar que yo lo veía a Juan cuando hacía sus videos recorriendo su barrio en Canadá como has crecido, que nivel excelente has alcanzado
@alexandragallego8476;Juaaaaannnnn?????? lleva por favor en tu mochila unas sandalias!!! Gracias por mostrarnos el mundo real a través de tu canal !
@luzamparolondonogiraldo9805;Que bella reflexión al final.??? Gracias Juan
@juancarlostaminezhidalgo5318;Muchas gracias por enseñarnos las diferentes culturas del mundo. Excelente.
@patriciasolisascencio4016;Que valor Juan...mis admiración y respeto
@OrlandoRafaelChirinosArevalo;Estas a otro Nivel, apenas he visto los primeros minutos del video, estoy impactado el nivel en el que estas, donde te has metido y lo que estas explorando, esto no se ve en cualquier canal
@pamvazquez8375;Yo estuve en Benares hace 13 años y fue una,experiencia que me ha marcado para siempre tras ver la muerte en las calles. Casi me cuesta una depresión. Me cuesta aún ver estas imágenes pero gracias por mostrar la realidad.
@drubi1;"""And our love become a funeral pyre"" con esa frase The Doors me hizo investigar qué eran las piras funerarias de la India. Gracias Juan por llevarnos a conocer más de cerca esto."
@aixametal;Wao amigo mis respetos por esta grabación, de verdad que eso es amar tu trabajo de reportero
@yolimalaverdemuriel6626;Woo que trabajo tan profesional y completo Gracias ???????????????????
@leyinskalopez6174;Ay Juan te agradezco tanto tus videos . Haces lo que ningún youtuber nos presenta . Pero ese río es muy peligroso. Cuídate mucho por favor . ??
@erialonoderaf;"Soy seguidor de tu canal desde hace muchísimos años y esta serie de vídeos de la India y Pakistán han sido los más difíciles de ver
Respeto mucho la cultura y sobretodo respeto tu gran trabajo documentando estas aventuras tan extraordinarias!"
@Ymayazmin;Juan, gracias por los riesgos que corres para presentarnos el mundo. Dios te proteja siempre ?
@luzamparolondonogiraldo9805;"Huy Juan,mis respetos.
Eres un gran comunicador y admiro mucho tu postura en cada lugar que visitas."
@zoraidanaranjoloria3940;"Juan, yo no podría ni acercarme ahí. Esas son imágenes demasiado fuertes. Usted sí que es una persona de otro nivel????. Dios lo cuide??. 

Juan, empecé a ver su video y créame, por un momento sentí ese olor??. El impacto fue brutal????."
@edwardmateo1654;Juan saludos por allá . A la verdad  que usted se tira unas aventuras media complicada Hermano ??  mira que venir a parar en un lugar tan remoto , y más para ver esos muertos ardiendo Hermano ?? hay que estar bien preparado mental y físicamente para ver todo ?? lo felicito Hermano....usted es un guerrero de verdad ??
@jrlrangel;Oiga compa,yo le admiro su falta de escrúpulos para con estas cosas tan sucias y aberrantes. Le admiro y le agradezco está información que nos das.
@MarthaGranados-i9r;Eres un gran profesional y comunicador!! Me encanta ver toda tus vídeos y te admiro mucho, Dios te guarde donde quiera q decidas filmar estos vídeos q nos permite conocer tan a fondo otras culturas. La India ???? queda totalmente descartada para yo visitar.
@anatripichio;Juan impresionantes yo no puedo entrar a un cementerio porque fui cuando era muy chica a sacar a mi papá de un cementerio para otro y vi los huesos y te juro que no puedo entrar más a  cementerio de la impresionada que quede álvar los huesos de mi papá tenés que tener un estómago para estar ahí increíble saludos desde Argentina
@starcd24;15:35 ni que me paguen voy a ninguna ciudad, esa insalubridad...ufff antes queria ir al Taj Mahal, y luego de ver ese video de ese lugar, totalmente sin deseos de ir...gracias que al menos veo estos videos viendo tus experiencia  Juan???
@veronika_grey;Que emocionante debe ser estar ahi! Esta serie de videos en India son uno mas interesante que el otro. Queria ir a India antes pero me parecia que no habia nada interesante para ver, pero despues de ver tus videos tengo muchisimas ganas de ir. Excelente video querido Juan.
@mirtaruizdiaz1919;Solo puedo decir que te admiro un montón Juan...tenes un coraje extraordinario...yo no se si me metería por los lugares donde vos lo haces...??
@AntoniaRodriguez-rr9kv;Desde España, mis saludos y respetos por tus videos tan bien cuidado con tremendo respeto y educacion siempre !
@evagomez9750;Tienes razón Diegovolk3335 que no es justo que el Sr Juan solo tenga tan pocos seguidores cuando su trabajo es extraordinario que dios lo bendiga hoy y siempre ????????
@anayusanchez5587;Eres increíble Juan!  ,,, un abrazo ,,,que bonito todos los que nos muestra ,,  para entender las diferencias humanas en todos los sentidos ??
@raquelmendoza2627;"Saludos Juan, te comencé  a seguir y me fascinan tus videos, lo respetuoso que eres y cómo  tratas a las personas, países y creencias!
Tu humildad y carisma...
Además me sorprende lo valiente y seguro  que eres, como dices India no es un país  para todo el mundo, es un país  de muchos contrastes y que mantien  una fe inamovible ante las adversidades, mucho que aprender de ellos, por eso nos llevan una morena en cuanto a la espiritualidad  y el desapego, cosa que no es nada fácil...
Pues seguiré  viendo tus videos que además  me divierten mucho porque tienes un don de narrarlos de manera divertida sin caer en burlas o criticas... 
Dios te bendiga  y suerte...??"
@Zafe-l8l;Que video tan fuerte. Eres admirable Juan   Yo no pudiera estar ahí. Bendiciones ??
@liznapic6127;Estas personas son inmunes a todo. Cualquiera de los que estamos viendo esto, fijo agarramos algo, minimo dolor de estómago. En concepto de salud al que estamos acostumbrados es de 180 grados.
@oscarpapalini199;Muchas gracias Juan,  por darnos a conocer otras culturas ??
@PaulaMunoz-vv8uv;"Gracias por ir por nosotros y poder verlo desde la comodidad de nuestro sofá.
Con todo el gusto del mundo la oportunidad de ir a India me la pierdo"
@fabioandresgutierrezescoba4285;De verdad que video tan fuerte para nuestras culturas y un duro Juan que se mete donde sea.
@luisa-y6l2o;como tiene el poder la creencia es muy fuerte.
@francesriver7915;Jajaja morí con el man sacando el pez vivo brincando ??
@juliancamilogamboablanco1902;Cada nuevo video de Juan en India y Pakistan y agradezco al universo haberme puesto en LATAM y no en esa basura de paises
@dalciahernandez6770;El vídeo fue fuerte pero tú le pones tanta humildad a cada vídeo que como explicas todo lo que vez. Gracias Juan.
@dianavalentinalopezmartine799;Increíble Juan, muchas gracias por mostrarnos tantas culturas...
@EdPez833zy;Juan arriesgas demasiado vuestra salud.
@AngelicaPerdomo-i9j;Que respeto! Gracias.
@adrianagamietea8416;Gracias por sacrificarte por nosotros ???? te queremos ?
@kathe9201;"admirable, si yo estuviera ahí como turista ya hubiera dicho ""me quiero ir yaaaaa"" me impresiona solo  ver el video..."
@karenpacheco5101;Juan, que chévere tu contenido! Cuida tus pulmones, las enfermedades también se encuentran en el aire que respiras.
@joseluisandrade176;ESTREMECEDOR... fantásticamente realizado... felicitaciones Juan
@arturogz9346;Como siempre, excelente video! impresionante como una persona puede mostrar mucho más que un montón de canales de TV. Mis respetos.
@yaimacasanola3877;Que dificil entender algunas culturas. De todos tus videos este es para mi ha sido el más impresionante.
@luisalbertocubilla863;Es algo fuera de contexto, gracias juan por mostrar esto tan de cerca y con tanto respeto
@juanyrojas9007;Felicidades que interesante video pero más interesante las creencias de esta población . Mi duda es , a donde llegan a parar los muertos lanzados al río
@mujerconciencia;Que teso !! Mucha amplitud de mente tienes Juan para vivirlo y lograr transmitirlo con respeto
@bayronramos2640;Lo dice muy bien.  Ese lugar no es para cualquiera.  Se ha de necesitar mucho control de emociones y buen estómago para presenciar lo que ahí se vive
@alejandroemanuelcristanchi;Que locura tus videos hno! Al borde de la emoción! Gracias por mostrarnos cosas que aveces no nos imaginamos. Saludos desde Argentina ????
@alexsgarcia5095;Increible documentacion en este camino a la India. Me llama la atencion que en la calle se logran ver mas hombres que mujeres (en una gran proporcion) en casi todos los videos de este viaje a India-Pakistan se logra ver esa diferencia. Tienes alguna informacion acerca de eso? gracias saludos desde Venezuela
@JCLGabriel;Documental de primera mano, excelente estimado amigo, cosas q solo las había leído pero no verlas en primera fila, muy buen trabajo informativo.. ??
@taniavasquez2477;Honestamente juan lo tuyo son documentales y muy bien logrado,  gracias por tu seriedad y compromiso para tus seguidores. Saludos desde Rd. ????
@mard9213;#planetajuan no solo es un excelente comunicador, también sus palabras son hermosas poesías ?
@alejandraescobedo3746;Buaaa yo no podría meterme en ese río, si van cadáveres de personas que murieron por lepra, no quiero pensar que lleva el agua. Respeto cada tradición y creencia pero conmigo no va. No iré  seguramente, me la pasaría enferma todos los días. Saludos Juan,desde ???????????????? exactamente desde el norte.
@yolitamoreno1123;"Hola JUAN; me quedo en shock, con semejante espectáculo tan dantesco, respetando las creencias de cada región, pero eso es el colmo del desaseo que horror, como el cuento, estamos locos lucas? Gracias JUAN por ser tan valiente y por llevarnos a países que parecen sacados de un cuento de horror; cuídate mucho, y Gracias"
@luciafernandezpalacios;???? Increíble Juan,como en cada rincón del mundo ?? existen diferentes culturas,que a veces me llegan a confundir ?????????, y pensar quiénes en realidad está en lo cierto porque todo tiene su lógica ????
